agent,flops_step,memory_bytes,t
co:CO_canonical_core,1,0,1
co:CO_canonical_core,1,0,2
co:CO_canonical_core,1,0,3
co:CO_canonical_core,1,0,4
co:CO_canonical_core,1,0,5
co:CO_canonical_core,1,0,6
co:CO_canonical_core,1,0,7
co:CO_canonical_core,1,0,8
co:CO_canonical_core,1,0,9
co:CO_canonical_core,1,0,10
co:CO_canonical_core,1,0,11
co:CO_canonical_core,1,0,12
co:CO_canonical_core,1,0,13
co:CO_canonical_core,1,0,14
co:CO_canonical_core,1,0,15
co:CO_canonical_core,1,0,16
co:CO_canonical_core,1,0,17
co:CO_canonical_core,1,0,18
co:CO_canonical_core,1,0,19
co:CO_canonical_core,1,0,20
co:CO_canonical_core,1,0,21
co:CO_canonical_core,1,0,22
co:CO_canonical_core,1,0,23
co:CO_canonical_core,1,0,24
